id,ccr_codigo,amostra,substrato,cidade,uf,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,48,49,50,51,52,53,64,65,66,67,68,69,78,79
323,UFT.2014(L)7737,ANA.TAQ.001.039,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,w,+,-,-,+,+,-,+,-,+,+,-,+,-,+,+,+,+,+,-,+,+,-,-,w,+,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,-,-,+,-,-,-
324,UFT.2014(L)7738,ANA.TAQ.001.039,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,w,-,+,w,-,-,-,,+,-,+,w,+,+,+,+,+,w,+,+,-,-,w,+,-,-,-,+,+,-,+,,,-,-,+,+,-,-,-,-,-,-,+,-,-
325,UFT.2014(L)7980,ANA.TAQ.001.040,Fruto de Buriti,Palmas,TO,,+,-,-,+,-,w,-,-,w,-,-,-,+,+,-,w,-,,+,-,-,w,-,-,-,-,+,+,+,+,-,-,+,-,-,+,-,-,+,-,+,,,-,-,+,+,-,-,-,-,-,+,+,-,-
326,UFT.2014(L)8027,ANA.TAQ.001.041,Fruto de Buriti,Palmas,TO,,-,-,-,+,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
327,UFT.2014(L)7880,ANA.TAQ.001.042,Fruto de Buriti,Palmas,TO,,-,+,-,,-,-,-,-,-,-,,-,w,-,-,-,+,-,w,-,-,-,,-,-,+,-,-,+,w,-,-,-,-,-,-,-,-,w,-,+,,,-,-,+,+,+,,-,-,,,,,
328,UFT.2014(L)7881,ANA.TAQ.001.042,Fruto de Buriti,Palmas,TO,,+,+,+,,+,+,w,-,w,+,,-,+,+,+,+,-,-,+,w,+,+,,+,-,-,+,-,+,+,+,-,-,-,-,-,-,+,w,-,+,,,+,+,+,+,+,,+,-,,,,,
329,UFT.2014(L)7882,ANA.TAQ.001.042,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,+,w,w,-,,+,-,+,+,+,+,+,+,+,w,+,+,-,-,+,+,-,+,-,w,+,+,+,,,-,-,+,+,-,-,-,-,-,+,-,+,-
330,UFT.2014(L)6578,ANA.CAN.001.039,Fruto de Buriti,Pium,TO,,+,+,+,+,+,-,+,-,-,+,-,-,+,+,w,-,+,,w,-,+,-,+,-,-,+,+,-,+,+,-,-,-,-,,,,-,+,-,+,,,-,-,+,+,-,,-,-,,,,,
331,UFT.2014(L)6581,ANA.CAN.001.039,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,+,+,,-,+,+,+,-,-,-,+,-,+,-,,+,w,+,+,-,+,+,+,w,-,-,-,-,-,+,,-,+,,,-,-,+,+,-,,-,-,,,,,
332,UFT.2014(L)6706,ANA.CAN.001.039,Fruto de Buriti,Pium,TO,,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,w,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,+,,,-,-,+,+,-,-,-,-,-,-,-,+,+
333,UFT.2014(L)7784,ANA.CAN.001.039,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
334,UFT.2014(L)6742,ANA.CAN.001.040,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,+,+,-,-,+,+,+,+,-,+,+,-,+,+,+,+,+,+,+,-,+,+,-,-,+,+,-,w,-,+,+,+,+,,,-,-,+,+,-,-,+,+,-,+,+,+,-
335,UFT.2014(L)6837,ANA.CAN.001.040,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,,,+,-,w,+,w,-,-,-,,+,-,+,-,+,+,+,+,+,w,+,+,-,-,-,+,-,w,-,w,+,-,+,,,-,-,+,+,-,-,-,-,-,-,+,-,-
336,UFT.2014(L)6849,ANA.CAN.001.040,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,,+,+,+,+,+,+,+,+,+,-,+,-,+,+,w,+,+,-,-,+,+,-,+,,,+,+,+,+,-,+,-,-,-,+,-,-,-
337,UFT.2014(L)7236,ANA.TAG.001.020,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,w,+,+,-,-,+,+,w,+,-,,+,-,+,+,+,+,+,+,w,w,+,+,-,-,-,+,-,+,-,w,+,+,+,,,-,-,+,+,-,-,-,-,-,-,+,+,-
338,UFT.2014(L)7384,ANA.TAG.001.020,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,-,-,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
339,UFT.2014(L)7739,ANA.TAQ.001.043,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,w,+,+,,-,+,+,+,w,-,-,+,-,+,+,,+,+,+,+,-,+,+,+,w,+,-,-,-,-,,,+,+,,,-,-,+,+,-,,+,-,,,,,
340,UFT.2014(L)7883,ANA.TAQ.001.044,Fruto de Buriti,Palmas,TO,,-,-,-,+,-,-,-,-,+,-,,-,-,-,w,-,-,-,+,-,-,-,,-,-,-,+,+,+,+,+,-,-,-,-,-,-,,,-,-,,,-,-,+,+,-,,-,-,,,,,
341,UFT.2014(L)7887,ANA.TAQ.001.044,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
342,UFT.2014(L)7888,ANA.TAQ.001.044,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
343,UFT.2014(L)7889,ANA.TAQ.001.044,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
344,UFT.2014(L)7982,ANA.TAQ.001.045,Fruto de Buriti,Palmas,TO,,+,w,+,+,+,+,-,+,+,+,,-,+,+,w,w,-,-,w,-,+,+,,+,+,+,+,-,+,+,+,w,-,-,-,-,-,,,+,+,,,-,-,+,+,-,,+,+,,,,,
345,UFT.2014(L)7983,ANA.TAQ.001.045,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
346,UFT.2014(L)7984,ANA.TAQ.001.045,Fruto de Buriti,Palmas,TO,,w,+,+,+,+,+,-,-,+,+,,-,+,+,+,+,+,-,+,+,+,+,,+,-,+,+,-,+,-,+,-,-,-,-,-,-,-,,-,+,,,-,-,+,+,-,,-,-,,,,,
347,UFT.2014(L)6571,ANA.CAN.001.041,Fruto de Buriti,Pium,TO,,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,,,-,-,-,-,-,,-,-,,,,,
348,UFT.2014(L)6610,ANA.CAN.001.042,Fruto de Buriti,Pium,TO,,+,-,+,,+,+,-,-,-,+,,-,+,-,-,-,-,-,-,-,+,-,,+,-,+,+,-,+,w,+,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,+,,-,-,,,,,
349,UFT.2014(L)6846,ANA.CAN.001.042,Fruto de Buriti,Pium,TO,,+,-,+,,+,-,-,-,-,+,,+,+,-,-,-,+,-,-,-,+,-,,+,-,+,-,-,+,+,-,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,+,,-,-,,,,,
350,UFT.2014(L)6986,ANA.CAN.001.043,Fruto de Buriti,Pium,TO,,+,w,+,,+,+,-,-,+,+,,+,+,+,-,-,-,-,w,-,+,w,,+,-,+,w,-,+,+,-,-,-,-,-,-,-,-,+,+,+,,,-,-,+,+,+,,+,+,,,,,
351,UFT.2014(L)7154,ANA.TAG.001.021,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,-,-,-,-,+,-,-,+,+,w,-,-,,+,-,+,-,+,+,-,+,-,-,+,+,-,-,-,-,,,,w,+,+,+,,,-,-,+,+,-,,+,+,,,,,
352,UFT.2014(L)7157,ANA.TAG.001.021,Fruto de Buriti,Taguatinga,TO,,w,-,w,-,-,-,+,-,-,-,-,-,-,-,-,-,-,,+,-,-,-,-,-,-,+,+,+,+,+,-,-,+,-,,,,-,-,-,+,,,-,-,+,+,-,,-,-,,,,,
353,UFT.2014(L)7240,ANA.TAG.001.021,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
354,UFT.2014(L)7387,ANA.TAG.001.021,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
355,UFT.2014(L)7920,ANA.TAG.001.022,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
356,UFT.2014(L)7954,ANA.TAG.001.022,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,w,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
357,UFT.2014(L)7742,ANA.TAQ.001.046,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
358,UFT.2014(L)7743,ANA.TAQ.001.046,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
359,UFT.2014(L)7744,ANA.TAQ.001.046,Fruto de Buriti,Palmas,TO,,+,+,+,,+,+,-,-,+,+,,+,+,+,w,-,-,-,+,-,+,-,,+,-,+,w,-,+,+,-,-,-,-,-,-,-,-,+,+,+,,,-,-,+,+,+,,+,+,,,,,
360,UFT.2014(L)7985,ANA.TAQ.001.047,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,,-,+,+,+,w,-,-,+,-,+,w,,+,w,+,+,-,+,+,+,w,-,-,-,-,-,-,,+,+,,,-,-,+,+,-,,+,+,,,,,
361,UFT.2014(L)7987,ANA.TAQ.001.047,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
362,UFT.2014(L)6982,ANA.CAN.001.044,Fruto de Buriti,Pium,TO,,+,w,+,+,+,-,,-,-,+,-,-,+,+,w,-,-,,+,-,+,w,+,+,-,+,+,-,+,+,-,-,-,-,,,,-,+,+,+,,,-,-,+,+,-,,+,+,,,,,
363,UFT.2014(L)6588,ANA.CAN.001.045,Fruto de Buriti,Pium,TO,,+,-,+,,+,-,-,-,-,-,,-,+,+,-,+,-,-,+,+,+,-,,+,-,w,+,-,w,-,-,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,+,,+,+,,,,,
364,UFT.2014(L)7949,ANA.CAN.001.045,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,-,-,-,+,+,+,,,,+,-,+,+,-,-,+,-,+,+,+,+,+
365,UFT.2014(L)6608,ANA.CAN.001.046,Fruto de Buriti,Pium,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,+,+,,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,-,-,-,-,+,+,+,-,-
366,UFT.2014(L)6609,ANA.CAN.001.046,Fruto de Buriti,Pium,TO,,+,+,+,+,+,-,-,-,-,+,-,-,+,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,+,-,-,-,-,+,-,+,-,+,+,-,+,,,-,-,+,+,-,-,-,+,+,-,+,-,+
367,UFT.2014(L)6759,ANA.CAN.001.046,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,UFT.2014(L)7160,ANA.TAG.001.023,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,-,-,-,+,-,-,-,-,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,-,+,+,+,+,+
369,UFT.2014(L)7383,ANA.TAG.001.023,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,-,+,-,+,+,+,+,,,-,-,,,,,,,,,,,
370,UFT.2014(L)7947,ANA.TAG.001.024,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,w,-,+,,-,+,+,+,-,-,-,+,-,+,w,,+,w,+,+,-,+,+,+,w,w,-,-,-,-,-,,+,+,,,-,-,+,+,-,,+,+,,,,,
371,UFT.2014(L)7966,ANA.TAG.001.024,Fruto de Buriti,Taguatinga,TO,,+,+,+,,+,-,-,-,w,+,,+,+,+,-,-,-,-,+,-,+,-,,+,-,+,+,-,w,+,-,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,+,,+,+,,,,,
372,UFT.2014(L)7747,ANA.TAQ.001.048,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,+,-,-,+,-,-,+,-,-,-,+,,+,+,+,-,+,+,-,+,+,-,+,+,w,-,-,-,,,,w,+,-,+,,,-,-,+,+,-,,-,-,,,,,
373,UFT.2014(L)7748,ANA.TAQ.001.048,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,+,+,+,-,-,+,-,+,-,+,+,-,+,,,-,-,+,+,-,-,-,-,+,-,+,+,+
374,UFT.2014(L)7749,ANA.TAQ.001.048,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,-,-,-,-,+,-,-,+,+,w,w,-,,+,-,+,w,+,+,-,w,w,-,+,+,-,-,-,-,,,,-,+,+,+,,,-,-,+,+,-,,+,+,,,,,
375,UFT.2014(L)7750,ANA.TAQ.001.048,Fruto de Buriti,Palmas,TO,,-,-,-,,+,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,,,+,-,+,+,+,,-,-,,,,,
376,UFT.2014(L)7890,ANA.TAQ.001.049,Fruto de Buriti,Palmas,TO,,-,-,-,,+,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,w,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,,,-,-,+,+,+,,-,-,,,,,
377,UFT.2014(L)7891,ANA.TAQ.001.049,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,-,+,+,+,+,+,+,-,-,+,-,-,-,-,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,-,+,+,+,+,+
378,UFT.2014(L)7892,ANA.TAQ.001.049,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,w,-,-,+,-,+,-,+,+,+,,,,-,-,+,+,-,-,+,-,+,+,+,+,+
379,UFT.2014(L)7893,ANA.TAQ.001.049,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,-,+,+,+,+,+,+,-,-,+,-,-,-,-,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,-,+,+,+,+,+
380,UFT.2014(L)7761,ANA.CAN.001.047,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
381,UFT.2014(L)6615,ANA.CAN.001.048,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,+,-,+,+,-,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,
382,UFT.2014(L)6762,ANA.CAN.001.048,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
383,UFT.2014(L)7328,ANA.CAN.001.049,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
384,UFT.2014(L)7333,ANA.CAN.001.049,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
385,UFT.2014(L)7953,ANA.CAN.001.050,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
386,UFT.2014(L)7238,ANA.TAG.001.025,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
387,UFT.2014(L)7251,ANA.TAG.001.025,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,-,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
388,UFT.2014(L)7252,ANA.TAG.001.025,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
389,UFT.2014(L)7962,ANA.TAG.001.026,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
390,UFT.2014(L)7751,ANA.TAQ.001.050,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,w,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
391,UFT.2014(L)7752,ANA.TAQ.001.050,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
392,UFT.2014(L)7894,ANA.TAQ.001.051,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
393,UFT.2014(L)7896,ANA.TAQ.001.051,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
394,UFT.2014(L)7897,ANA.TAQ.001.051,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
395,UFT.2014(L)7991,ANA.TAQ.001.052,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
396,UFT.2014(L)7332,ANA.CAN.001.051,Fruto de Buriti,Pium,TO,,+,+,+,+,-,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
397,UFT.2014(L)6740,ANA.CAN.001.052,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
398,UFT.2014(L)6614,ANA.CAN.001.053,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
399,UFT.2014(L)6750,ANA.CAN.001.053,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,-,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
400,UFT.2014(L)7917,ANA.TAG.001.027,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
401,UFT.2014(L)7919,ANA.TAG.001.027,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
402,UFT.2014(L)7950,ANA.TAG.001.027,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
403,UFT.2014(L)7964,ANA.TAG.001.028,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
404,UFT.2014(L)7992,ANA.TAQ.001.053,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
405,UFT.2014(L)7993,ANA.TAQ.001.053,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
406,UFT.2014(L)7995,ANA.TAQ.001.053,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
407,UFT.2014(L)6564,ANA.CAN.001.054,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
408,UFT.2014(L)6598,ANA.CAN.001.054,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
409,UFT.2014(L)7838,ANA.CAN.001.054,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
410,UFT.2014(L)6747,ANA.CAN.001.055,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
411,UFT.2014(L)7054,ANA.TAG.001.029,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
412,UFT.2014(L)7756,ANA.TAQ.001.054,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
413,UFT.2014(L)7760,ANA.TAQ.001.054,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
414,UFT.2014(L)7770,ANA.TAQ.001.054,Fruto de Buriti,Palmas,TO,,+,+,-,+,+,+,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
415,UFT.2014(L)7898,ANA.TAQ.001.055,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
416,UFT.2014(L)7899,ANA.TAQ.001.055,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
417,UFT.2014(L)7900,ANA.TAQ.001.055,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
418,UFT.2014(L)7901,ANA.TAQ.001.055,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
419,UFT.2014(L)7996,ANA.TAQ.001.056,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
420,UFT.2014(L)6586,ANA.CAN.001.056,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
421,UFT.2014(L)7843,ANA.CAN.001.056,Fruto de Buriti,Pium,TO,,+,-,+,+,+,+,-,-,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
422,UFT.2014(L)6760,ANA.CAN.001.057,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
423,UFT.2014(L)7179,ANA.CAN.001.058,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,-,+,+,w,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
424,UFT.2014(L)7299,ANA.CAN.001.058,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
425,UFT.2014(L)7301,ANA.CAN.001.058,Fruto de Buriti,Pium,TO,,+,+,+,+,+,+,+,-,+,+,-,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,,,
426,UFT.2014(L)7194,ANA.TAG.001.030,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
427,UFT.2014(L)7200,ANA.TAG.001.030,Fruto de Buriti,Taguatinga,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
428,UFT.2014(L)7771,ANA.TAQ.001.057,Fruto de Buriti,Palmas,TO,,-,-,-,-,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
429,UFT.2014(L)7772,ANA.TAQ.001.057,Fruto de Buriti,Palmas,TO,,+,+,+,+,+,+,-,+,+,+,-,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,,,
