id,ano,ccr,amostra,coleta,latitude,longitude,data_coleta,localidade,equipe,substrato,nome_cientifico,cidade,uf,ccr_codigo,microorganismo,instituicao,fermentacao,temperatura,outros,infogenetica
61,2015,8560,JHF.BA.001.002,JHF.BA.001,-14.717.639,-52.363.527,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8560,L,UFT,0,0,0,1
62,2015,8561,JHF.BA.002.001,JHF.BA.002,-14.716.977,-52.364.035,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8561,L,UFT,0,0,0,1
63,2015,8562,JHF.BA.002.001,JHF.BA.002,-14.716.977,-52.364.035,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8562,L,UFT,0,0,0,1
64,2015,8563,JHF.BA.002.002,JHF.BA.002,-14.716.977,-52.364.035,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8563,L,UFT,0,0,0,1
65,2015,8564,JHF.BA.002.003,JHF.BA.002,-14.716.977,-52.364.035,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8564,L,UFT,0,0,0,1
66,2015,8565,JHF.BA.002.004,JHF.BA.002,-14.716.977,-52.364.035,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8565,L,UFT,0,0,0,1
67,2015,8566,JHF.BA.003.003,JHF.BA.003,-14.716.787,-52.364.523,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8566,L,UFT,0,0,0,1
68,2015,8567,JHF.BA.003.003,JHF.BA.003,-14.716.787,-52.364.523,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8567,L,UFT,0,0,0,1
69,2015,8568,JHF.BA.003.003,JHF.BA.003,-14.716.787,-52.364.523,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8568,L,UFT,0,0,0,0
70,2015,8569,JHF.BA.003.003,JHF.BA.003,-14.716.787,-52.364.523,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8569,L,UFT,0,0,0,1
71,2015,8570,JHF.BA.003.003,JHF.BA.003,-14.716.787,-52.364.523,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8570,L,UFT,0,0,0,1
72,2015,8571,JHF.BA.003.004,JHF.BA.003,-14.716.787,-52.364.523,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8571,L,UFT,0,0,0,1
73,2015,8572,JHF.BA.003.004,JHF.BA.003,-14.716.787,-52.364.523,2015-08-13,Córrego Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8572,L,UFT,0,0,0,1
74,2015,8573,JHF.PB.005.001,JHF.PB.005,-14.688.683,-52.341.708,2015-08-11,Parque Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8573,L,UFT,0,0,0,1
75,2015,8574,JHF.PB.002.001,JHF.PB.002,-14.688.202,-52.341.848,2015-08-11,Parque Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8574,L,UFT,0,0,0,1
76,2015,8575,JHF.PB.002.001,JHF.PB.002,-14.688.202,-52.341.848,2015-08-11,Parque Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8575,L,UFT,0,0,0,0
77,2015,8576,JHF.PB.007.001,JHF.PB.007,-14.688.211,-52.342.028,2015-08-11,Parque Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8576,L,UFT,0,0,0,1
78,2015,8577,JHF.PB.007.001,JHF.PB.007,-14.688.211,-52.342.028,2015-08-11,Parque Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8577,L,UFT,0,0,0,1
79,2015,8578,JHF.PB.006.001,JHF.PB.006,-14.688.414,-52.341.949,2015-08-11,Parque Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8578,L,UFT,0,0,0,1
80,2015,8579,JHF.PB.006.001,JHF.PB.006,-14.688.414,-52.341.949,2015-08-11,Parque Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8579,L,UFT,0,0,0,1
81,2015,8580,JHF.PB.006.002,JHF.PB.006,-14.688.414,-52.341.949,2015-08-11,Parque Bacaba,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,Nova Xavantina,MT,UFT.2015(L)8580,L,UFT,0,0,0,1
82,2014,6555,ANA.CAN.001.001,ANA.CAN.001,-9.978.136,-5.004.615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,UFT.2014(L)6555,L,UFT,1,1,1,1
83,2014,6817,ANA.CAN.001.001,ANA.CAN.001,-9.978.136,-5.004.615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,UFT.2014(L)6817,L,UFT,1,1,1,0
84,2014,6948,ANA.CAN.001.001,ANA.CAN.001,-9.978.136,-5.004.615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,UFT.2014(L)6948,L,UFT,1,1,1,1
85,2014,6648,ANA.CAN.001.002,ANA.CAN.001,-9.978.136,-5.004.615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,UFT.2014(L)6648,L,UFT,1,1,1,0
86,2014,6650,ANA.CAN.001.002,ANA.CAN.001,-9.978.136,-5.004.615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,UFT.2014(L)6650,L,UFT,1,1,1,0
87,2014,7799,ANA.CAN.001.002,ANA.CAN.001,-9.978.136,-5.004.615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,UFT.2014(L)7799,L,UFT,1,1,1,0
88,2014,7943,ANA.CAN.001.002,ANA.CAN.001,-9.978.136,-5.004.615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,UFT.2014(L)7943,L,UFT,0,0,0,1
89,2014,7945,ANA.CAN.001.002,ANA.CAN.001,-9.978.136,-5.004.615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,UFT.2014(L)7945,L,UFT,1,1,1,0
90,2014,7263,ANA.TAG.001.001,ANA.TAG.001,-12.392.825,-46.418.475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,UFT.2014(L)7263,L,UFT,1,1,1,0
91,2014,7195,ANA.TAG.001.001,ANA.TAG.001,-12.392.825,-46.418.475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,UFT.2014(L)7195,L,UFT,1,1,1,0
92,2014,7389,ANA.TAQ.001.001,ANA.TAQ.001,-10.307.444,-48.191.167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,UFT.2014(L)7389,L,UFT,0,0,1,0
93,2014,7390,ANA.TAQ.001.001,ANA.TAQ.001,-10.307.444,-48.191.167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,UFT.2014(L)7390,L,UFT,1,1,1,0
94,2014,7391,ANA.TAQ.001.001,ANA.TAQ.001,-10.307.444,-48.191.167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,UFT.2014(L)7391,L,UFT,1,0,1,1
95,2014,7392,ANA.TAQ.001.001,ANA.TAQ.001,-10.307.444,-48.191.167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,UFT.2014(L)7392,L,UFT,1,1,1,0
96,2014,7393,ANA.TAQ.001.001,ANA.TAQ.001,-10.307.444,-48.191.167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,UFT.2014(L)7393,L,UFT,1,1,1,0
97,2014,7394,ANA.TAQ.001.001,ANA.TAQ.001,-10.307.444,-48.191.167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,UFT.2014(L)7394,L,UFT,0,0,1,0
98,2014,7802,ANA.TAQ.001.002,ANA.TAQ.001,-10.307.444,-48.191.167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,UFT.2014(L)7802,L,UFT,1,1,1,0
99,2014,7803,ANA.TAQ.001.002,ANA.TAQ.001,-10.307.444,-48.191.167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,UFT.2014(L)7803,L,UFT,1,1,1,0
100,2014,7804,ANA.TAQ.001.002,ANA.TAQ.001,-10.307.444,-48.191.167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,UFT.2014(L)7804,L,UFT,1,0,1,0
101,2014,6556,ANA.CAN.001.003,ANA.CAN.001,-9.978.136,-5.004.615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,UFT.2014(L)6556,L,UFT,1,0,1,0
102,2014,6891,ANA.CAN.001.004,ANA.CAN.001,-9.978.136,-5.004.615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,UFT.2014(L)6891,L,UFT,1,1,1,1
103,2014,7774,ANA.CAN.001.004,ANA.CAN.001,-9.978.136,-5.004.615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,UFT.2014(L)7774,L,UFT,1,1,1,1
104,2014,7777,ANA.CAN.001.004,ANA.CAN.001,-9.978.136,-5.004.615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,UFT.2014(L)7777,L,UFT,1,1,1,0
