id,ccr_codigo,coleta,amostra,latitude,longitude,cidade,localidade,data_coleta,ano,equipe,substrato,nome_cientifico,uf,fermentacao,temperatura,outros,infogenetica
500,UFT.2014(L)7864,ANA.CAN.001,ANA.CAN.001.067,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
501,UFT.2014(L)7868,ANA.CAN.001,ANA.CAN.001.067,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
511,UFT.2014(L)6554,ANA.CAN.001,ANA.CAN.001.068,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
512,UFT.2014(L)6815,ANA.CAN.001,ANA.CAN.001.068,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
513,UFT.2014(L)6885,ANA.CAN.001,ANA.CAN.001.069,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
514,UFT.2014(L)6886,ANA.CAN.001,ANA.CAN.001.069,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
515,UFT.2014(L)6892,ANA.CAN.001,ANA.CAN.001.069,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
516,UFT.2014(L)6895,ANA.CAN.001,ANA.CAN.001.069,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
527,UFT.2014(L)6820,ANA.CAN.001,ANA.CAN.001.070,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
528,UFT.2014(L)6901,ANA.CAN.001,ANA.CAN.001.071,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
529,UFT.2014(L)7775,ANA.CAN.001,ANA.CAN.001.071,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
530,UFT.2014(L)7778,ANA.CAN.001,ANA.CAN.001.071,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
531,UFT.2014(L)7781,ANA.CAN.001,ANA.CAN.001.071,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
532,UFT.2014(L)7832,ANA.CAN.001,ANA.CAN.001.071,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
533,UFT.2014(L)7834,ANA.CAN.001,ANA.CAN.001.071,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
534,UFT.2014(L)7837,ANA.CAN.001,ANA.CAN.001.071,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
535,UFT.2014(L)7841,ANA.CAN.001,ANA.CAN.001.071,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
536,UFT.2014(L)7904,ANA.CAN.001,ANA.CAN.001.071,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
545,UFT.2014(L)6807,ANA.CAN.001,ANA.CAN.001.072,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
546,UFT.2014(L)7768,ANA.CAN.001,ANA.CAN.001.073,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
547,UFT.2014(L)7780,ANA.CAN.001,ANA.CAN.001.073,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
548,UFT.2014(L)7909,ANA.CAN.001,ANA.CAN.001.073,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
564,UFT.2014(L)6811,ANA.CAN.001,ANA.CAN.001.074,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
565,UFT.2014(L)6824,ANA.CAN.001,ANA.CAN.001.074,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
566,UFT.2014(L)6831,ANA.CAN.001,ANA.CAN.001.074,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
567,UFT.2014(L)6883,ANA.CAN.001,ANA.CAN.001.075,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
568,UFT.2014(L)7944,ANA.CAN.001,ANA.CAN.001.075,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
38,UFT.2015(L)8537,JHF.BA.004,JHF.BA.004.001,-14718120,-52362947,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,
39,UFT.2015(L)8538,JHF.BA.005,JHF.BA.005.001,-14718320,-52362337,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
40,UFT.2015(L)8539,JHF.BA.007,JHF.BA.007.001,-14718543,-52361896,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
41,UFT.2015(L)8540,JHF.BA.008,JHF.BA.008.001,-14718548,-52361735,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
42,UFT.2015(L)8541,JHF.BA.008,JHF.BA.008.002,-14718548,-52361735,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
43,UFT.2015(L)8542,JHF.BA.008,JHF.BA.008.003,-14718548,-52361735,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
54,UFT.2015(L)8553,JHF.BA.001,JHF.BA.001.003,-14717639,-52363527,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
55,UFT.2015(L)8554,JHF.BA.003,JHF.BA.003.001,-14716787,-52364523,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
56,UFT.2015(L)8555,JHF.BA.003,JHF.BA.003.001,-14716787,-52364523,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
57,UFT.2015(L)8556,JHF.BA.003,JHF.BA.003.002,-14716787,-52364523,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,
58,UFT.2015(L)8557,JHF.BA.006,JHF.BA.006.001,-14718401,-52361959,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
59,UFT.2015(L)8558,JHF.BA.001,JHF.BA.001.001,-14717639,-52363527,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
60,UFT.2015(L)8559,JHF.BA.001,JHF.BA.001.001,-14717639,-52363527,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
61,UFT.2015(L)8560,JHF.BA.001,JHF.BA.001.002,-14717639,-52363527,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
62,UFT.2015(L)8561,JHF.BA.002,JHF.BA.002.001,-14716977,-52364035,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
63,UFT.2015(L)8562,JHF.BA.002,JHF.BA.002.001,-14716977,-52364035,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
64,UFT.2015(L)8563,JHF.BA.002,JHF.BA.002.002,-14716977,-52364035,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
65,UFT.2015(L)8564,JHF.BA.002,JHF.BA.002.003,-14716977,-52364035,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
66,UFT.2015(L)8565,JHF.BA.002,JHF.BA.002.004,-14716977,-52364035,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
67,UFT.2015(L)8566,JHF.BA.003,JHF.BA.003.003,-14716787,-52364523,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
68,UFT.2015(L)8567,JHF.BA.003,JHF.BA.003.003,-14716787,-52364523,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
69,UFT.2015(L)8568,JHF.BA.003,JHF.BA.003.003,-14716787,-52364523,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,
70,UFT.2015(L)8569,JHF.BA.003,JHF.BA.003.003,-14716787,-52364523,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
71,UFT.2015(L)8570,JHF.BA.003,JHF.BA.003.003,-14716787,-52364523,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
72,UFT.2015(L)8571,JHF.BA.003,JHF.BA.003.004,-14716787,-52364523,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
73,UFT.2015(L)8572,JHF.BA.003,JHF.BA.003.004,-14716787,-52364523,Nova Xavantina,Córrego Bacaba,2015-08-13,2015,Jheferson Paulino,Fruto de Buriti,Mauritia flexuosa,MT,,,,1
92,UFT.2014(L)7389,ANA.TAQ.001,ANA.TAQ.001.001,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
93,UFT.2014(L)7390,ANA.TAQ.001,ANA.TAQ.001.001,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
94,UFT.2014(L)7391,ANA.TAQ.001,ANA.TAQ.001.001,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,,1,1
95,UFT.2014(L)7392,ANA.TAQ.001,ANA.TAQ.001.001,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
96,UFT.2014(L)7393,ANA.TAQ.001,ANA.TAQ.001.001,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
97,UFT.2014(L)7394,ANA.TAQ.001,ANA.TAQ.001.001,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
98,UFT.2014(L)7802,ANA.TAQ.001,ANA.TAQ.001.002,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
99,UFT.2014(L)7803,ANA.TAQ.001,ANA.TAQ.001.002,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
100,UFT.2014(L)7804,ANA.TAQ.001,ANA.TAQ.001.002,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,,1,
108,UFT.2014(L)7535,ANA.TAQ.001,ANA.TAQ.001.003,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
109,UFT.2014(L)7536,ANA.TAQ.001,ANA.TAQ.001.003,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
110,UFT.2014(L)7537,ANA.TAQ.001,ANA.TAQ.001.003,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,,
111,UFT.2014(L)7823,ANA.TAQ.001,ANA.TAQ.001.004,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
112,UFT.2014(L)7824,ANA.TAQ.001,ANA.TAQ.001.004,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
113,UFT.2014(L)7825,ANA.TAQ.001,ANA.TAQ.001.004,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
114,UFT.2014(L)7826,ANA.TAQ.001,ANA.TAQ.001.004,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
115,UFT.2014(L)7934,ANA.TAQ.001,ANA.TAQ.001.005,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
116,UFT.2014(L)7935,ANA.TAQ.001,ANA.TAQ.001.005,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
125,UFT.2014(L)7538,ANA.TAQ.001,ANA.TAQ.001.006,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
126,UFT.2014(L)7539,ANA.TAQ.001,ANA.TAQ.001.006,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
127,UFT.2014(L)7827,ANA.TAQ.001,ANA.TAQ.001.007,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
128,UFT.2014(L)7847,ANA.TAQ.001,ANA.TAQ.001.007,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
129,UFT.2014(L)7848,ANA.TAQ.001,ANA.TAQ.001.007,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
130,UFT.2014(L)7936,ANA.TAQ.001,ANA.TAQ.001.008,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
131,UFT.2014(L)8023,ANA.TAQ.001,ANA.TAQ.001.009,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,1
148,UFT.2014(L)7540,ANA.TAQ.001,ANA.TAQ.001.010,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
149,UFT.2014(L)7541,ANA.TAQ.001,ANA.TAQ.001.010,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
150,UFT.2014(L)7542,ANA.TAQ.001,ANA.TAQ.001.010,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
151,UFT.2014(L)7543,ANA.TAQ.001,ANA.TAQ.001.010,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
152,UFT.2014(L)7546,ANA.TAQ.001,ANA.TAQ.001.010,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
153,UFT.2014(L)7849,ANA.TAQ.001,ANA.TAQ.001.011,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
154,UFT.2014(L)7850,ANA.TAQ.001,ANA.TAQ.001.011,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,1
155,UFT.2014(L)7937,ANA.TAQ.001,ANA.TAQ.001.012,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
156,UFT.2014(L)7938,ANA.TAQ.001,ANA.TAQ.001.012,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
164,UFT.2014(L)7547,ANA.TAQ.001,ANA.TAQ.001.013,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,1
165,UFT.2014(L)7548,ANA.TAQ.001,ANA.TAQ.001.013,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
166,UFT.2014(L)7549,ANA.TAQ.001,ANA.TAQ.001.013,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
167,UFT.2014(L)7939,ANA.TAQ.001,ANA.TAQ.001.014,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
168,UFT.2014(L)7940,ANA.TAQ.001,ANA.TAQ.001.014,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
169,UFT.2014(L)8024,ANA.TAQ.001,ANA.TAQ.001.015,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
178,UFT.2014(L)7550,ANA.TAQ.001,ANA.TAQ.001.016,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
179,UFT.2014(L)7551,ANA.TAQ.001,ANA.TAQ.001.016,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
180,UFT.2014(L)7941,ANA.TAQ.001,ANA.TAQ.001.017,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
192,UFT.2014(L)7552,ANA.TAQ.001,ANA.TAQ.001.018,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
193,UFT.2014(L)7553,ANA.TAQ.001,ANA.TAQ.001.018,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
194,UFT.2014(L)7554,ANA.TAQ.001,ANA.TAQ.001.018,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
195,UFT.2014(L)7555,ANA.TAQ.001,ANA.TAQ.001.018,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
196,UFT.2014(L)7556,ANA.TAQ.001,ANA.TAQ.001.018,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
197,UFT.2014(L)7557,ANA.TAQ.001,ANA.TAQ.001.018,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
198,UFT.2014(L)7851,ANA.TAQ.001,ANA.TAQ.001.019,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
199,UFT.2014(L)7852,ANA.TAQ.001,ANA.TAQ.001.019,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
200,UFT.2014(L)7853,ANA.TAQ.001,ANA.TAQ.001.019,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
201,UFT.2014(L)7942,ANA.TAQ.001,ANA.TAQ.001.020,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
202,UFT.2014(L)7956,ANA.TAQ.001,ANA.TAQ.001.020,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
203,UFT.2014(L)7957,ANA.TAQ.001,ANA.TAQ.001.020,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,1
212,UFT.2014(L)7558,ANA.TAQ.001,ANA.TAQ.001.021,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
213,UFT.2014(L)7587,ANA.TAQ.001,ANA.TAQ.001.021,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
214,UFT.2014(L)7588,ANA.TAQ.001,ANA.TAQ.001.021,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,1
215,UFT.2014(L)7854,ANA.TAQ.001,ANA.TAQ.001.022,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
216,UFT.2014(L)7855,ANA.TAQ.001,ANA.TAQ.001.022,-10307444,-48191167,Palmas,Distrito de Taquarucu (Palmas - TO),2014-11-17,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
