id,ccr_codigo,coleta,amostra,latitude,longitude,cidade,localidade,data_coleta,ano,equipe,substrato,nome_cientifico,uf,fermentacao,temperatura,outros,infogenetica
230,UFT.2014(L)6996,ANA.CAN.001,ANA.CAN.001.022,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
239,UFT.2014(L)6584,ANA.CAN.001,ANA.CAN.001.023,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
240,UFT.2014(L)6794,ANA.CAN.001,ANA.CAN.001.024,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,1
245,UFT.2014(L)6585,ANA.CAN.001,ANA.CAN.001.025,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
246,UFT.2014(L)6606,ANA.CAN.001,ANA.CAN.001.026,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
247,UFT.2014(L)6607,ANA.CAN.001,ANA.CAN.001.026,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
248,UFT.2014(L)6737,ANA.CAN.001,ANA.CAN.001.026,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
249,UFT.2014(L)6782,ANA.CAN.001,ANA.CAN.001.026,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
250,UFT.2014(L)6793,ANA.CAN.001,ANA.CAN.001.026,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
251,UFT.2014(L)6796,ANA.CAN.001,ANA.CAN.001.026,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
252,UFT.2014(L)6797,ANA.CAN.001,ANA.CAN.001.026,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,1
253,UFT.2014(L)6867,ANA.CAN.001,ANA.CAN.001.027,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
254,UFT.2014(L)6990,ANA.CAN.001,ANA.CAN.001.027,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,,
268,UFT.2014(L)6808,ANA.CAN.001,ANA.CAN.001.028,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
269,UFT.2014(L)6568,ANA.CAN.001,ANA.CAN.001.029,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,1
270,UFT.2014(L)6644,ANA.CAN.001,ANA.CAN.001.029,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
271,UFT.2014(L)6645,ANA.CAN.001,ANA.CAN.001.029,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
272,UFT.2014(L)6705,ANA.CAN.001,ANA.CAN.001.029,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
273,UFT.2014(L)7840,ANA.CAN.001,ANA.CAN.001.029,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,,1
274,UFT.2014(L)6622,ANA.CAN.001,ANA.CAN.001.030,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
281,UFT.2014(L)6595,ANA.CAN.001,ANA.CAN.001.031,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
282,UFT.2014(L)6700,ANA.CAN.001,ANA.CAN.001.031,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
283,UFT.2014(L)6702,ANA.CAN.001,ANA.CAN.001.031,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
284,UFT.2014(L)6746,ANA.CAN.001,ANA.CAN.001.032,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
285,UFT.2014(L)6768,ANA.CAN.001,ANA.CAN.001.032,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
286,UFT.2014(L)6790,ANA.CAN.001,ANA.CAN.001.032,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,1
287,UFT.2014(L)6792,ANA.CAN.001,ANA.CAN.001.032,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
288,UFT.2014(L)6870,ANA.CAN.001,ANA.CAN.001.033,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
297,UFT.2014(L)6591,ANA.CAN.001,ANA.CAN.001.034,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
298,UFT.2014(L)6720,ANA.CAN.001,ANA.CAN.001.034,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
299,UFT.2014(L)6745,ANA.CAN.001,ANA.CAN.001.035,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
300,UFT.2014(L)6753,ANA.CAN.001,ANA.CAN.001.035,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
301,UFT.2014(L)7019,ANA.CAN.001,ANA.CAN.001.036,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
312,UFT.2014(L)7910,ANA.CAN.001,ANA.CAN.001.037,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
313,UFT.2014(L)6732,ANA.CAN.001,ANA.CAN.001.037,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
314,UFT.2014(L)6754,ANA.CAN.001,ANA.CAN.001.037,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
315,UFT.2014(L)6761,ANA.CAN.001,ANA.CAN.001.037,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
316,UFT.2014(L)6784,ANA.CAN.001,ANA.CAN.001.037,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
317,UFT.2014(L)6872,ANA.CAN.001,ANA.CAN.001.038,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,1
330,UFT.2014(L)6578,ANA.CAN.001,ANA.CAN.001.039,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
331,UFT.2014(L)6581,ANA.CAN.001,ANA.CAN.001.039,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
332,UFT.2014(L)6706,ANA.CAN.001,ANA.CAN.001.039,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
333,UFT.2014(L)7784,ANA.CAN.001,ANA.CAN.001.039,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
334,UFT.2014(L)6742,ANA.CAN.001,ANA.CAN.001.040,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
335,UFT.2014(L)6837,ANA.CAN.001,ANA.CAN.001.040,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
336,UFT.2014(L)6849,ANA.CAN.001,ANA.CAN.001.040,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
347,UFT.2014(L)6571,ANA.CAN.001,ANA.CAN.001.041,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
348,UFT.2014(L)6610,ANA.CAN.001,ANA.CAN.001.042,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
349,UFT.2014(L)6846,ANA.CAN.001,ANA.CAN.001.042,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
350,UFT.2014(L)6986,ANA.CAN.001,ANA.CAN.001.043,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
362,UFT.2014(L)6982,ANA.CAN.001,ANA.CAN.001.044,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
363,UFT.2014(L)6588,ANA.CAN.001,ANA.CAN.001.045,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
364,UFT.2014(L)7949,ANA.CAN.001,ANA.CAN.001.045,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,1
365,UFT.2014(L)6608,ANA.CAN.001,ANA.CAN.001.046,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
366,UFT.2014(L)6609,ANA.CAN.001,ANA.CAN.001.046,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
367,UFT.2014(L)6759,ANA.CAN.001,ANA.CAN.001.046,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,,1
380,UFT.2014(L)7761,ANA.CAN.001,ANA.CAN.001.047,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
381,UFT.2014(L)6615,ANA.CAN.001,ANA.CAN.001.048,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
382,UFT.2014(L)6762,ANA.CAN.001,ANA.CAN.001.048,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
383,UFT.2014(L)7328,ANA.CAN.001,ANA.CAN.001.049,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
384,UFT.2014(L)7333,ANA.CAN.001,ANA.CAN.001.049,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
385,UFT.2014(L)7953,ANA.CAN.001,ANA.CAN.001.050,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
396,UFT.2014(L)7332,ANA.CAN.001,ANA.CAN.001.051,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
397,UFT.2014(L)6740,ANA.CAN.001,ANA.CAN.001.052,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
398,UFT.2014(L)6614,ANA.CAN.001,ANA.CAN.001.053,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
399,UFT.2014(L)6750,ANA.CAN.001,ANA.CAN.001.053,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
407,UFT.2014(L)6564,ANA.CAN.001,ANA.CAN.001.054,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
408,UFT.2014(L)6598,ANA.CAN.001,ANA.CAN.001.054,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
409,UFT.2014(L)7838,ANA.CAN.001,ANA.CAN.001.054,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
410,UFT.2014(L)6747,ANA.CAN.001,ANA.CAN.001.055,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
420,UFT.2014(L)6586,ANA.CAN.001,ANA.CAN.001.056,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
421,UFT.2014(L)7843,ANA.CAN.001,ANA.CAN.001.056,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
422,UFT.2014(L)6760,ANA.CAN.001,ANA.CAN.001.057,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
423,UFT.2014(L)7179,ANA.CAN.001,ANA.CAN.001.058,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
424,UFT.2014(L)7299,ANA.CAN.001,ANA.CAN.001.058,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
425,UFT.2014(L)7301,ANA.CAN.001,ANA.CAN.001.058,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
435,UFT.2014(L)6536,ANA.CAN.001,ANA.CAN.001.059,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
436,UFT.2014(L)6822,ANA.CAN.001,ANA.CAN.001.059,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
437,UFT.2014(L)6828,ANA.CAN.001,ANA.CAN.001.059,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
438,UFT.2014(L)6566,ANA.CAN.001,ANA.CAN.001.060,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
439,UFT.2014(L)6580,ANA.CAN.001,ANA.CAN.001.060,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
440,UFT.2014(L)6587,ANA.CAN.001,ANA.CAN.001.060,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
441,UFT.2014(L)6593,ANA.CAN.001,ANA.CAN.001.060,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
442,UFT.2014(L)7783,ANA.CAN.001,ANA.CAN.001.060,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
443,UFT.2014(L)7867,ANA.CAN.001,ANA.CAN.001.060,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
455,UFT.2014(L)6647,ANA.CAN.001,ANA.CAN.001.061,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
456,UFT.2014(L)6726,ANA.CAN.001,ANA.CAN.001.061,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
457,UFT.2014(L)7798,ANA.CAN.001,ANA.CAN.001.061,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
458,UFT.2014(L)6623,ANA.CAN.001,ANA.CAN.001.062,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
459,UFT.2014(L)6624,ANA.CAN.001,ANA.CAN.001.062,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
460,UFT.2014(L)6757,ANA.CAN.001,ANA.CAN.001.062,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
474,UFT.2014(L)6626,ANA.CAN.001,ANA.CAN.001.063,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
475,UFT.2014(L)7800,ANA.CAN.001,ANA.CAN.001.063,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
476,UFT.2014(L)6819,ANA.CAN.001,ANA.CAN.001.064,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
477,UFT.2014(L)6567,ANA.CAN.001,ANA.CAN.001.065,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,1,1,1,
478,UFT.2014(L)6651,ANA.CAN.001,ANA.CAN.001.065,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
479,UFT.2014(L)7785,ANA.CAN.001,ANA.CAN.001.065,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
480,UFT.2014(L)7839,ANA.CAN.001,ANA.CAN.001.065,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
481,UFT.2014(L)7869,ANA.CAN.001,ANA.CAN.001.065,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
488,UFT.2014(L)6539,ANA.CAN.001,ANA.CAN.001.066,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
489,UFT.2014(L)6833,ANA.CAN.001,ANA.CAN.001.066,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
490,UFT.2014(L)7767,ANA.CAN.001,ANA.CAN.001.066,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
491,UFT.2014(L)6649,ANA.CAN.001,ANA.CAN.001.067,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
492,UFT.2014(L)6776,ANA.CAN.001,ANA.CAN.001.067,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
493,UFT.2014(L)6882,ANA.CAN.001,ANA.CAN.001.067,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
494,UFT.2014(L)6884,ANA.CAN.001,ANA.CAN.001.067,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
495,UFT.2014(L)6894,ANA.CAN.001,ANA.CAN.001.067,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
496,UFT.2014(L)6902,ANA.CAN.001,ANA.CAN.001.067,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
497,UFT.2014(L)6942,ANA.CAN.001,ANA.CAN.001.067,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
498,UFT.2014(L)7764,ANA.CAN.001,ANA.CAN.001.067,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,
499,UFT.2014(L)7786,ANA.CAN.001,ANA.CAN.001.067,-9978136,-5004615,Pium,Centro de Pesquisa Canguçú (Pium-TO),2014-01-24,2014,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,TO,,,1,1
