id,ano,ccr,ccr_codigo,amostra,coleta,latitude,longitude,data_coleta,localidade,equipe,substrato,nome_cientifico,cidade,uf,microorganismo,instituicao,fermentacao,temperatura,outros,infogenetica,database_internacional,similaridade_indice,identificacao_taxonomica,acession,url_referencia,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,48,49,50,51,52,53,64,65,66,67,68,69,78,79
174,2014,7959,UFT.2014(L)7959,ANA.CAN.001.014,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,0,,,,,,,-,+,+,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,-,+,+,-,+,+,-,-,-,+,+,+,-,-,-,+,-,-,-,+,+,+,+,,,+,+,+,+,+,-,-,-,+,+,+,-,-
175,2014,7366,UFT.2014(L)7366,ANA.TAG.001.007,ANA.TAG.001,-12392825,-46418475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,L,UFT,1,1,1,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,+,+,+,-,-
176,2014,7196,UFT.2014(L)7196,ANA.TAG.001.008,ANA.TAG.001,-12392825,-46418475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,L,UFT,1,1,1,0,,,,,,,-,+,+,-,w,+,-,-,+,+,+,,+,-,-,-,-,-,+,-,-,-,+,-,+,-,+,+,+,+,-,-,+,+,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,+,-,+,-,-
177,2014,7198,UFT.2014(L)7198,ANA.TAG.001.008,ANA.TAG.001,-12392825,-46418475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,L,UFT,1,1,1,0,,,,,,,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,-,-,-,-,+,-,+,+,+
178,2014,7550,UFT.2014(L)7550,ANA.TAQ.001.016,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,0,0,1,0,,,,,,,-,-,-,-,+,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,,-,-,,,-,-,+,+,-,,-,-,,,,,
179,2014,7551,UFT.2014(L)7551,ANA.TAQ.001.016,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,-,-,+,-,-,+,-,-,-,-,+,+,-,+,-,+,+,+,+,+,-,+,+,-,+,-,+,-,-,-,+,+,-,+,,,-,-,+,+,-,-,-,-,-,-,+,-,-
180,2014,7941,UFT.2014(L)7941,ANA.TAQ.001.017,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
181,2014,6575,UFT.2014(L)6575,ANA.CAN.001.015,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,1,CBS,99.82,Hanseniaspora opuntiae,,,,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,,,-,-,+,+,-,-,-,-,+,-,+,+,+
182,2014,6725,UFT.2014(L)6725,ANA.CAN.001.016,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,-,-
183,2014,6881,UFT.2014(L)6881,ANA.CAN.001.016,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,0,,,,,,,+,-,+,-,+,+,-,-,-,+,-,-,+,+,-,-,-,-,+,-,,-,+,+,+,+,+,,+,+,-,-,-,+,-,-,-,-,-,-,+,,,-,-,+,+,-,-,-,-,+,-,+,+,-
184,2014,7835,UFT.2014(L)7835,ANA.CAN.001.016,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,1,CBS,100.0,Candida akabanensis ,,,,+,+,+,+,+,+,-,+,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,-,+,+,-,+,+,-,-,+,-,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
185,2014,7836,UFT.2014(L)7836,ANA.CAN.001.016,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,0,,,,,,,+,-,+,-,+,+,-,-,-,+,-,-,+,+,-,+,-,-,+,+,+,-,+,+,+,+,+,+,+,+,-,+,-,+,-,-,-,+,+,+,+,,,+,+,+,+,-,-,-,-,+,-,+,+,+
186,2014,6978,UFT.2014(L)6978,ANA.CAN.001.017,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,+,-,+,-,-,+,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,-,+,-,+,+,-,+,,,-,-,+,+,-,-,-,-,+,+,+,+,-
187,2014,7281,UFT.2014(L)7281,ANA.TAG.001.009,ANA.TAG.001,-12392825,-46418475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,-,+,+,-,-,+,-,-,-,-,w,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
188,2014,7363,UFT.2014(L)7363,ANA.TAG.001.009,ANA.TAG.001,-12392825,-46418475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,+,-,+,-,-,+,+,-,+,-,-,+,-,+,+,+,+,+,+,+,-,+,+,-,-,+,-,-,+,-,-,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
189,2014,7381,UFT.2014(L)7381,ANA.TAG.001.009,ANA.TAG.001,-12392825,-46418475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,L,UFT,1,1,1,0,,,,,,,-,+,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,+,-,+,,,-,-,+,+,+,-,-,-,+,-,+,-,-
190,2014,6950,UFT.2014(L)6950,ANA.TAG.001.010,ANA.TAG.001,-12392825,-46418475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,-,-
191,2014,6957,UFT.2014(L)6957,ANA.TAG.001.010,ANA.TAG.001,-12392825,-46418475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,+,-,+,-,-,+,+,+,+,-,-,+,-,+,+,+,+,+,+,-,-,+,-,-,-,-,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,-,+,-,+,+,+
192,2014,7552,UFT.2014(L)7552,ANA.TAQ.001.018,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,+,-,+,-,-,+,+,+,-,-,-,+,-,+,-,+,+,+,+,+,-,+,+,-,-,-,-,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
193,2014,7553,UFT.2014(L)7553,ANA.TAQ.001.018,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,w,-,+,+,+,+,-,-,-,+,-,-,+,+,-,-,-,-,+,-,+,-,+,+,-,+,+,+,+,+,-,-,-,-,-,+,-,+,+,-,+,,,-,-,+,+,-,-,-,-,+,-,+,+,-
194,2014,7554,UFT.2014(L)7554,ANA.TAQ.001.018,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,-,-,-,,w,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,+,w,-,+,-,-,-,-,-,-,-,-,-,-,+,-,,,-,-,+,+,+,-,-,-,-,+,+,-,-
195,2014,7555,UFT.2014(L)7555,ANA.TAQ.001.018,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,-,-,+,+,+,+,+
196,2014,7556,UFT.2014(L)7556,ANA.TAQ.001.018,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,-,+,+,+,+,+,+,+,-,+,-,-,-,-,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,+,-
197,2014,7557,UFT.2014(L)7557,ANA.TAQ.001.018,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,0,0,1,0,,,,,,,,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,,,,-,-,-,-,,,-,-,+,+,-,,-,-,,,,,
198,2014,7851,UFT.2014(L)7851,ANA.TAQ.001.019,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,+,-,+,+,+,+,-,-,-,+,-,-,+,-,-,-,+,-,+,+,+,-,+,+,+,+,+,+,+,+,-,-,-,+,-,+,-,-,+,-,+,,,-,-,+,+,-,-,+,-,+,+,+,-,+
199,2014,7852,UFT.2014(L)7852,ANA.TAQ.001.019,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,-,+,-,+
200,2014,7853,UFT.2014(L)7853,ANA.TAQ.001.019,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-,+,-,+,,,-,-,+,+,+,-,-,-,+,-,+,+,+
201,2014,7942,UFT.2014(L)7942,ANA.TAQ.001.020,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,0,0,1,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,+,-,,-,+,+,-,+,+,-,-,+,+,+,+,-,-,-,-,,,,-,+,+,+,,,+,+,+,+,-,,-,-,,,,,
202,2014,7956,UFT.2014(L)7956,ANA.TAQ.001.020,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,w,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,+,-,-,-,-,-,+,+,+,+,,,+,+,+,+,-,-,-,-,+,-,+,-,-
203,2014,7957,UFT.2014(L)7957,ANA.TAQ.001.020,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,1,GenBank,100.0,Candida sorboxylosa ,LC054320.1,http://www.ncbi.nlm.nih.gov/nucleotide/821324738?report=genbank&log$=nucltop&blast_rank=1&RID=HZ0BJCYD014,,-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,+,+,-,+,+,+,-,+,+,+,-,-,+,-,+,-,-,-,-,+,+,+,,,+,+,+,+,-,-,-,-,+,-,+,-,+
204,2014,6594,UFT.2014(L)6594,ANA.CAN.001.018,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,0,1,0,,,,,,,+,+,+,+,+,+,-,+,+,+,-,+,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,-,+,+,-,-,+,+,-,-,-,+,+,+,+,,,-,-,+,+,-,+,+,-,-,-,+,,
205,2014,7846,UFT.2014(L)7846,ANA.CAN.001.018,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,0,0,1,0,,,,,,,-,-,-,,-,-,-,-,+,-,,-,-,-,-,-,-,-,+,-,-,-,,+,-,+,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,,,+,-,+,+,+,,-,-,,,,,
206,2014,7989,UFT.2014(L)7989,ANA.CAN.001.018,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,-,+,+,+
207,2014,7006,UFT.2014(L)7006,ANA.CAN.001.019,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,-,+,+,+
208,2014,7021,UFT.2014(L)7021,ANA.CAN.001.019,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,0,1,1,GenBank,99.0,Hanseniaspora opuntiae ,HQ149320.1,http://www.ncbi.nlm.nih.gov/nucleotide/320091628?report=genbank&log$=nucltop&blast_rank=5&RID=HZ43X6W401R,,+,w,+,+,+,+,-,-,-,+,-,+,+,-,-,+,+,+,+,+,+,-,+,+,+,+,+,-,+,+,-,-,-,+,-,-,-,+,+,-,+,,,+,-,+,+,-,-,-,-,-,-,+,,
209,2014,7189,UFT.2014(L)7189,ANA.TAG.001.011,ANA.TAG.001,-12392825,-46418475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,L,UFT,1,1,1,0,,,,,,,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,+,+,-,+,+,+,-,+,+,+,-,w,+,-,+,-,-,-,-,+,+,+,,,+,+,+,+,-,-,-,-,+,+,+,-,+
210,2014,7364,UFT.2014(L)7364,ANA.TAG.001.011,ANA.TAG.001,-12392825,-46418475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,+,-,+,-,+,+,+,,,,+,-,+,+,-,-,+,-,+,+,+,+,+
211,2014,7382,UFT.2014(L)7382,ANA.TAG.001.011,ANA.TAG.001,-12392825,-46418475,2014-01-31,Municipio de Taguatinga – TO,Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Taguatinga,TO,L,UFT,1,1,1,0,,,,,,,+,-,+,+,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,-,+,+,+,+,+,-,+,+,-,-,+,-,-,-,-,-,+,-,+,,,-,-,+,+,-,-,+,+,+,+,+,-,-
212,2014,7558,UFT.2014(L)7558,ANA.TAQ.001.021,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,+,-,-,+,-,+,-,+,+,+,+,,,-,-,+,+,-,-,+,-,+,+,+,+,+
213,2014,7587,UFT.2014(L)7587,ANA.TAQ.001.021,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,+,+,+,-,-,+,+,+,+,-,+,+,-,+,+,+,+,+,+,+,w,+,+,-,-,+,+,-,w,-,+,+,+,+,,,-,-,+,+,-,-,+,-,-,+,+,+,-
214,2014,7588,UFT.2014(L)7588,ANA.TAQ.001.021,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,1,CBS,100.0,Candida akabanensis ,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,-,w,-,-
215,2014,7854,UFT.2014(L)7854,ANA.TAQ.001.022,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,+,-,+,-,+,+,-,-,-,+,-,-,+,-,-,-,+,-,+,-,,+,+,+,+,+,+,,+,+,-,-,+,+,-,-,-,+,+,-,+,,,-,-,+,+,-,-,-,-,+,-,+,-,-
216,2014,7855,UFT.2014(L)7855,ANA.TAQ.001.022,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,+,-,-,+,-,-
217,2014,7856,UFT.2014(L)7856,ANA.TAQ.001.022,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,+,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,,,-,-,+,+,-,-,+,+,+,+,+,-,-
218,2014,7857,UFT.2014(L)7857,ANA.TAQ.001.022,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,1,CBS,99.65,Hanseniaspora opuntiae ,,,,-,+,-,w,-,-,-,-,w,-,,-,+,-,w,-,-,-,+,-,-,-,,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,,-,-,,,-,-,+,+,+,-,-,-,+,+,+,-,-
219,2014,7858,UFT.2014(L)7858,ANA.TAQ.001.022,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,-,-,-,-,+,-,-,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,-,-,-,-,+,-,+,-,+,+,-,+,,,-,-,+,+,-,-,-,+,+,-,+,-,+
220,2014,7859,UFT.2014(L)7859,ANA.TAQ.001.022,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,0,0,1,0,,,,,,,-,-,-,-,+,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,,+,-,,,-,-,+,+,-,,-,-,,,,,
221,2014,7958,UFT.2014(L)7958,ANA.TAQ.001.023,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,-,-,+,-,-,+,+,w,+,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,+,-,-,-,+,-,+,+,+,+,,,+,+,+,+,-,-,-,+,+,+,+,+,-
222,2014,7961,UFT.2014(L)7961,ANA.TAQ.001.023,ANA.TAQ.001,-10307444,-48191167,2014-11-17,Distrito de Taquaruçu (Palmas – TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Palmas,TO,L,UFT,1,1,1,0,,,,,,,-,+,-,-,-,-,-,-,-,-,w,-,+,w,-,-,-,+,w,-,-,,-,-,,w,+,+,+,+,-,-,-,+,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,-,+,-,-
223,2014,6582,UFT.2014(L)6582,ANA.CAN.001.020,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,1,CBS,100.0,Hanseniaspora opuntiae,,,,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,w,+,-,-,-,-,-,-,-,-,-,-,w,-,+,+,,,-,-,+,+,+,-,-,-,-,-,+,+,+
224,2014,7844,UFT.2014(L)7844,ANA.CAN.001.020,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,0,,,,,,,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,,,-,-,+,+,+,-,-,-,-,-,+,-,-
225,2014,6795,UFT.2014(L)6795,ANA.CAN.001.021,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,0,,,,,,,+,+,+,+,+,+,-,+,+,+,w,+,+,+,+,+,-,+,+,-,+,,+,+,,+,+,-,+,+,+,+,+,+,-,-,-,+,+,+,+,,,-,-,+,+,+,-,+,+,-,-,+,+,+
226,2014,6887,UFT.2014(L)6887,ANA.CAN.001.021,ANA.CAN.001,-9978136,-5004615,2014-01-24,Centro de Pesquisa Canguçú (Pium-TO),Ana Paula Guimarães,Fruto de Buriti,Mauritia flexuosa,Pium,TO,L,UFT,1,1,1,0,,,,,,,-,+,-,-,-,-,-,-,-,-,w,-,+,-,-,-,-,+,w,-,-,,-,-,,w,+,+,+,+,-,-,-,+,-,-,-,-,-,-,+,,,-,-,+,+,+,-,-,-,+,-,+,-,-
